text,confidence,target
Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. [link],0.8140000000000001,Yes
Just briefed on global cooling & volcanoes via @abc But I wonder ... if it gets to the stratosphere can it slow/improve global warming??,0.7834,Yes
Climate Change-ing your Allergies [link],0.6015,Yes
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],1.0,Yes
"Obama says China can't 'wait' on climate change: Sydney (AFP) April 15, 2010 - US President Barack Obama on Thursd... [link]",0.6121,
RT @beckbasher: RT @IanDavidB: RT @Shoq: CLIMATE CHANGE DENIERS: Bobby Jindal mocked volcano warnings. Read the papers lately? Start thinking for yourselves,0.5904,Yes
RT @TEDNews: Cara Mertes at #tedxvolcano: We're all stranded this weekend. And we're getting a sneak preview of climate change. We have to adapt.,0.8233,Yes
"Larry Brilliant at #TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socmedia @enviro",0.8105,Yes
"Larry Brilliant at TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socent #green",1.0,Yes
"Damn man that ash cloud in Europe is crazy, they say due to global warming with the volcano activating,getting crazy",0.7788,Yes
RT @TEDNews: Larry Brilliant at #tedxvolcano: Climate change is exacerbating all other crises of our age. But climate science is now under attack.,0.8451,Yes
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],1.0,Yes
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",1.0,Yes
Global Warming Causes Volcano Eruptions -- By: Jonah Goldberg: From Reuters: OSLO (Reuters) - A thaw of Iceland's... [link],0.794,Yes
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. [link]",1.0,Yes
RT @Climates_Change: Bring Indigenous Voices into the Conversation About Climate Change [link],0.6076,
"Climate Change & Volcanic Activity: ""Ice Cap Thaw May Awaken Icelandic Volcanoes [link]",0.7738,Yes
•À_No Rain in the Amazon: How South America•À_s Climate Change Affects Entire Planet•À_ -Interview of Nikolas Kozloff (vid) [link],1.0,Yes
Climate Change: Places To See Before They Disappear•À_The Americas (Photos) [link],0.8176,Yes
"RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: [link]",0.7959,Yes
"Not sure if this is consensus, but: scientist warns climate change will lead to more volcano crises due to melting ice. [link]",0.617,Yes
Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun,0.8121,Yes
I feel that already RT @organicnewyork Climate change making seasonal allergies worse. Near-record highs this Spring [link],1.0,Yes
RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  [link],1.0,Yes
Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. [link],1.0,Yes
Cochabamba Summit Offers New Approach to Combating Climate Change [link],0.7951,Yes
Climate Change is Making You Sneeze: [link],1.0,Yes
ENVIRONMENT: Climate of change: From something as simple as reminding computer users to power down when not workin... [link],0.5934,Yes
"Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. [link]",1.0,Yes
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link],1.0,Yes
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. [link],1.0,Yes
"Climate Change culprit for ""Off-the-Charts"" Pollen Counts... [link]",0.8164,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],0.8205,Yes
Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... [link],1.0,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],1.0,Yes
"Author Nikolas Kozloff on ""No Rain in the Amazon: How South America's Climate Change Affects the Entire Planet"" [link]",0.6819,
How do we solve this global warming thing? [link],0.7997,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],0.8731,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],0.7796,Yes
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level [link],0.6111,Yes
How do we solve this global warming thing? [link],1.0,Yes
How do we solve this global warming thing? [link],0.8182,Yes
Report: Allergy Season to Get Worse with Climate Change (Time.com) [link],0.8033,Yes
Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.,0.7862,Yes
Is nationalizing the energy industry necessary to fight global warming?  [link],0.7995,Yes
Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. [link],1.0,Yes
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],1.0,Yes
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],1.0,Yes
reading from @time Allergies Worse Than Ever? Blame Global Warming [link],1.0,Yes
The $6BN REDD+ forest conservation partnership to curb climate change leaves on env'l groups & indigenous populations. [link],0.6058,
"2/3rds of Tbaggers don't think climate change is a serious problem. As I said, they're ignorant.",1.0,Yes
Missing' heat may affect future climate change [link],0.5899,Yes
Climate Change - Building a Green Economy [link],1.0,Yes
Climate change threatening Glacier National Park and Montana's economy - Examiner.com [link],0.7979999999999999,Yes
New York: Climate change could raise cost of allergies [link],0.5979,Yes
Ecotone: #Climate change from a #population perspective [link],0.581,Yes
Climate change blamed as coastal whale migration dwindles •À_ Ventura County.. [link],0.8767,Yes
"Think your allergies are bad now? Wait until climate change kicks in, Michig.. [link]",1.0,Yes
Exclusive: Climate change could raise cost of U.S. allergies| Reuters [link],0.8037,Yes
Spring storm season starting a little late this year???  Must be global warming!,0.6128,Yes
Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... [link],0.7933,Yes
"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger [link]",1.0,Yes
All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers [link],0.6015,Yes
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],0.8172,Yes
Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.,1.0,Yes
United States Must Lead on Climate Change •À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green [link],0.7759,Yes
"Green:Net: How the Internet, Computing Can Fight Climate Change [link]",0.7693,Yes
"3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica [link]",1.0,
"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... [link]",1.0,Yes
Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link],0.6042,Yes
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],0.7797,Yes
Reinvent Cities to Stop Climate Change [link],1.0,Yes
Climate Change Continues To Melt Glacier National Park's Icons | National P.. [link],1.0,Yes
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],0.8165,Yes
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],0.8106,Yes
Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. [link],1.0,Yes
"China active, serious in tackling climate change, says vice president | Humani.. [link]",0.6523,
"You and Us and Me - China active, serious in tackling climate change, says vic.. [link]",0.8122,Yes
Study: SE Asia will be hit hard by climate change [link],0.7979999999999999,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Obama: China Must Act Soon on Climate Change [link],0.6099,Yes
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]",1.0,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],0.8123,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],0.8221,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],0.8878,Yes
Demand Congress take action on climate change. Pls sign the petition. [link],0.8305,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Carbon Age is killing us. Climate change legislation now: [link],0.7971,Yes
Obama says in TV interview that 'we can't allow China to wait' on tackling climate change [link],0.7879,
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Government Claims Global Warming May Cause Cancer [link],0.6207,Yes
Government Claims Global Warming May Cause Cancer [link],1.0,Yes
Protect Wildlife Habitat from Climate Change: [link],1.0,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],0.8123,Yes
Plan B: California Braces for Climate Change [link],0.8165,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],0.6155,Yes
Nine scenarios for imminent apocalypse•À_only one is global warming [link],0.7835,Yes
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]",1.0,Yes
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link],0.9174,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],0.8043,Yes
[link],1.0,
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link],1.0,Yes
"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  [link]",0.5864,Yes
SEC warns publically held companies to advise investors of risks of #climate change. [link],0.5768,Yes
Save the Whales and They'll Save Us from Global Warming [link],1.0,Yes
"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.",0.6285,Yes
We should be leaders on climate change but it is always put on the back burner... [link],1.0,Yes
RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? [link],0.5932,
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link],0.8068,Yes
Climate change and Why Your Allergies Are Getting Worse [link],1.0,Yes
Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at [link],0.6058,Yes
RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world,1.0,Yes
